"ID","Height_Ext","Length_Ext","Width_Ext","Thick","Volume_Intermal","Price_RRC"
"2.72_5.1_6.9_80","2.72","5.1","6.9","80","85.24","775336"
"2.72_5.1_7.06_80","2.72","5.1","7.06","80","87.26","788958"
"2.72_5.1_7.2_80","2.72","5.1","7.2","80","89.03","800877"
"2.72_5.1_7.36_80","2.72","5.1","7.36","80","91.05","814499"
"2.72_5.1_7.5_80","2.72","5.1","7.5","80","92.82","826418"
"2.72_5.1_7.66_80","2.72","5.1","7.66","80","94.85","840041"
"2.72_5.1_7.8_80","2.72","5.1","7.8","80","96.62","851960"
"2.72_5.1_7.96_80","2.72","5.1","7.96","80","98.64","865582"
"2.72_5.1_8.1_80","2.72","5.1","8.1","80","100.41","877501"
"2.72_5.1_8.26_80","2.72","5.1","8.26","80","102.44","891123"
"2.72_5.1_8.4_80","2.72","5.1","8.4","80","104.21","903044"
"2.72_5.1_8.56_80","2.72","5.1","8.56","80","106.23","916665"
"2.72_5.1_8.7_80","2.72","5.1","8.7","80","108","928585"
"2.72_5.1_8.86_80","2.72","5.1","8.86","80","110.02","942207"
"2.72_5.26_5.26_80","2.72","5.26","5.26","80","66.59","649613"
"2.72_5.26_5.4_80","2.72","5.26","5.4","80","68.41","661780"
"2.72_5.26_5.56_80","2.72","5.26","5.56","80","70.5","675684"
"2.72_5.26_5.7_80","2.72","5.26","5.7","80","72.33","687852"
"2.72_5.26_5.86_80","2.72","5.26","5.86","80","74.42","701750"
"2.72_5.26_6_80","2.72","5.26","6","80","76.25","713923"
"2.72_5.26_6.16_80","2.72","5.26","6.16","80","78.34","727829"
"2.72_5.26_6.3_80","2.72","5.26","6.3","80","80.16","739995"
"2.72_5.26_6.46_80","2.72","5.26","6.46","80","82.25","753900"
"2.72_5.26_6.6_80","2.72","5.26","6.6","80","84.08","766067"
"2.72_5.26_6.76_80","2.72","5.26","6.76","80","86.17","779972"
"2.72_5.26_6.9_80","2.72","5.26","6.9","80","88","792138"
"2.72_5.26_7.06_80","2.72","5.26","7.06","80","90.09","806043"
"2.72_5.26_7.2_80","2.72","5.26","7.2","80","91.91","818211"
"2.72_5.26_7.36_80","2.72","5.26","7.36","80","94","832115"
"2.72_5.26_7.5_80","2.72","5.26","7.5","80","95.83","844282"
"2.72_5.26_7.66_80","2.72","5.26","7.66","80","97.92","858186"
"2.72_5.26_7.8_80","2.72","5.26","7.8","80","99.75","870354"
"2.72_5.26_7.96_80","2.72","5.26","7.96","80","101.84","884259"
"2.72_5.26_8.1_80","2.72","5.26","8.1","80","103.66","896425"
"2.72_5.26_8.26_80","2.72","5.26","8.26","80","105.75","910331"
"2.72_5.26_8.4_80","2.72","5.26","8.4","80","107.58","922497"
"2.72_5.26_8.56_80","2.72","5.26","8.56","80","109.67","936402"
"2.72_5.26_8.7_80","2.72","5.26","8.7","80","111.5","948569"
"2.72_5.26_8.86_80","2.72","5.26","8.86","80","113.59","962474"
"2.72_5.26_9_80","2.72","5.26","9","80","115.42","974640"
"2.72_5.4_5.4_80","2.72","5.4","5.4","80","70.29","674163"
"2.72_5.4_5.56_80","2.72","5.4","5.56","80","72.44","688315"
"2.72_5.4_5.7_80","2.72","5.4","5.7","80","74.32","700699"
"2.72_5.4_5.86_80","2.72","5.4","5.86","80","76.46","714851"
"2.72_5.4_6_80","2.72","5.4","6","80","78.34","727234"
"2.72_5.4_6.16_80","2.72","5.4","6.16","80","80.49","741387"
"2.72_5.4_6.3_80","2.72","5.4","6.3","80","82.36","753770"
"2.72_5.4_6.46_80","2.72","5.4","6.46","80","84.51","767923"
"2.72_5.4_6.6_80","2.72","5.4","6.6","80","86.39","780305"
"2.72_5.4_6.76_80","2.72","5.4","6.76","80","88.54","794458"
"2.72_5.4_6.9_80","2.72","5.4","6.9","80","90.41","806842"
"2.72_5.4_7.06_80","2.72","5.4","7.06","80","92.56","820994"
"2.72_5.4_7.2_80","2.72","5.4","7.2","80","94.44","833377"
"2.72_5.4_7.36_80","2.72","5.4","7.36","80","96.58","847529"
"2.72_5.4_7.5_80","2.72","5.4","7.5","80","98.46","859913"
"2.72_5.4_7.66_80","2.72","5.4","7.66","80","100.61","874065"
"2.72_5.4_7.8_80","2.72","5.4","7.8","80","102.49","886448"
"2.72_5.4_7.96_80","2.72","5.4","7.96","80","104.63","900600"
"2.72_5.4_8.1_80","2.72","5.4","8.1","80","106.51","912984"
"2.72_5.4_8.26_80","2.72","5.4","8.26","80","108.66","927136"
"2.72_5.4_8.4_80","2.72","5.4","8.4","80","110.53","939519"
"2.72_5.4_8.56_80","2.72","5.4","8.56","80","112.68","953672"
"2.72_5.4_8.7_80","2.72","5.4","8.7","80","114.56","966055"
"2.72_5.4_8.86_80","2.72","5.4","8.86","80","116.71","980208"
"2.72_5.4_9_80","2.72","5.4","9","80","118.58","992590"
"2.72_5.4_9.16_80","2.72","5.4","9.16","80","120.73","1006743"
"2.72_5.56_5.56_80","2.72","5.56","5.56","80","74.65","702751"
"2.72_5.56_5.7_80","2.72","5.56","5.7","80","76.58","715382"
"2.72_5.56_5.86_80","2.72","5.56","5.86","80","78.8","729816"
"2.72_5.56_6_80","2.72","5.56","6","80","80.73","742447"
"2.72_5.56_6.16_80","2.72","5.56","6.16","80","82.94","756876"
"2.72_5.56_6.3_80","2.72","5.56","6.3","80","84.88","769512"
"2.72_5.56_6.46_80","2.72","5.56","6.46","80","87.09","783948"
"2.72_5.56_6.6_80","2.72","5.56","6.6","80","89.03","796579"
"2.72_5.56_6.76_80","2.72","5.56","6.76","80","91.24","811014"
"2.72_5.56_6.9_80","2.72","5.56","6.9","80","93.17","823644"
"2.72_5.56_7.06_80","2.72","5.56","7.06","80","95.39","838079"
"2.72_5.56_7.2_80","2.72","5.56","7.2","80","97.32","850710"
"2.72_5.56_7.36_80","2.72","5.56","7.36","80","99.53","865146"
"2.72_5.56_7.5_80","2.72","5.56","7.5","80","101.47","877776"
"2.72_5.56_7.66_80","2.72","5.56","7.66","80","103.68","892211"
"2.72_5.56_7.8_80","2.72","5.56","7.8","80","105.62","904842"
"2.72_5.56_7.96_80","2.72","5.56","7.96","80","107.83","919277"
"2.72_5.56_8.1_80","2.72","5.56","8.1","80","109.76","931907"
"2.72_5.56_8.26_80","2.72","5.56","8.26","80","111.97","946343"
"2.72_5.56_8.4_80","2.72","5.56","8.4","80","113.91","958974"
"2.72_5.56_8.56_80","2.72","5.56","8.56","80","116.12","973409"
"2.72_5.56_8.7_80","2.72","5.56","8.7","80","118.06","986039"
"2.72_5.56_8.86_80","2.72","5.56","8.86","80","120.27","1000474"
"2.72_5.56_9_80","2.72","5.56","9","80","122.2","1013105"
"2.72_5.56_9.16_80","2.72","5.56","9.16","80","124.42","1027541"
"2.72_5.56_9.3_80","2.72","5.56","9.3","80","126.35","1040171"
"2.24_1.4_1.4_100","2.24","1.4","1.4","100","2.94","130913"
"2.24_1.4_1.7_100","2.24","1.4","1.7","100","3.67","143777"
"2.24_1.4_2_100","2.24","1.4","2","100","4.41","156640"
"2.24_1.4_2.3_100","2.24","1.4","2.3","100","5.14","169504"
"2.24_1.4_2.4_100","2.24","1.4","2.4","100","5.39","173792"
"2.24_1.4_2.6_100","2.24","1.4","2.6","100","5.88","182368"
"2.24_1.4_2.7_100","2.24","1.4","2.7","100","6.12","187719"
"2.24_1.4_2.9_100","2.24","1.4","2.9","100","6.61","195231"
"2.24_1.4_3_100","2.24","1.4","3","100","6.85","199519"
"2.24_1.4_3.2_100","2.24","1.4","3.2","100","7.34","208095"
"2.24_1.4_3.3_100","2.24","1.4","3.3","100","7.59","212383"
"2.24_1.4_3.5_100","2.24","1.4","3.5","100","8.08","220958"
"2.24_1.4_3.6_100","2.24","1.4","3.6","100","8.32","226310"
"2.24_1.4_3.8_100","2.24","1.4","3.8","100","8.81","233822"
"2.24_1.4_3.9_100","2.24","1.4","3.9","100","9.06","238110"
"2.24_1.4_4.1_100","2.24","1.4","4.1","100","9.55","246686"
"2.24_1.4_4.2_100","2.24","1.4","4.2","100","9.79","250974"
"2.24_1.4_4.4_100","2.24","1.4","4.4","100","10.28","261676"
"2.24_1.4_4.5_100","2.24","1.4","4.5","100","10.53","267027"
"2.24_1.4_4.7_100","2.24","1.4","4.7","100","11.02","275603"
"2.24_1.4_4.8_100","2.24","1.4","4.8","100","11.26","280954"
"2.24_1.4_5_100","2.24","1.4","5","100","11.75","289530"
"2.24_1.7_1.7_100","2.24","1.7","1.7","100","4.59","162463"
"2.24_1.7_2_100","2.24","1.7","2","100","5.51","176836"
"2.24_1.7_2.3_100","2.24","1.7","2.3","100","6.43","188020"
"2.24_1.7_2.4_100","2.24","1.7","2.4","100","6.73","196001"
"2.24_1.7_2.6_100","2.24","1.7","2.6","100","7.34","202295"
"2.24_1.7_2.7_100","2.24","1.7","2.7","100","7.65","210374"
"2.24_1.7_2.9_100","2.24","1.7","2.9","100","8.26","219956"
"2.24_1.7_3_100","2.24","1.7","3","100","8.57","224747"
"2.24_1.7_3.2_100","2.24","1.7","3.2","100","9.18","234329"
"2.24_1.7_3.3_100","2.24","1.7","3.3","100","9.49","239120"
"2.24_1.7_3.5_100","2.24","1.7","3.5","100","10.1","248702"
"2.24_1.7_3.6_100","2.24","1.7","3.6","100","10.4","253494"
"2.24_1.7_3.8_100","2.24","1.7","3.8","100","11.02","263076"
"2.24_1.7_3.9_100","2.24","1.7","3.9","100","11.32","267867"
"2.24_1.7_4.1_100","2.24","1.7","4.1","100","11.93","277449"
"2.24_1.7_4.2_100","2.24","1.7","4.2","100","12.24","282240"
"2.24_1.7_4.4_100","2.24","1.7","4.4","100","12.85","291822"
"2.24_1.7_4.5_100","2.24","1.7","4.5","100","13.16","296613"
"2.24_1.7_4.7_100","2.24","1.7","4.7","100","13.77","306195"
"2.24_1.7_4.8_100","2.24","1.7","4.8","100","14.08","310986"
"2.24_1.7_5_100","2.24","1.7","5","100","14.69","320569"
"2.24_1.7_5.1_100","2.24","1.7","5.1","100","14.99","325360"
"2.24_2_2_100","2.24","2","2","100","6.61","190207"
"2.24_2_2.3_100","2.24","2","2.3","100","7.71","205704"
"2.24_2_2.4_100","2.24","2","2.4","100","8.08","212996"
"2.24_2_2.6_100","2.24","2","2.6","100","8.81","221201"
"2.24_2_2.7_100","2.24","2","2.7","100","9.18","228493"
"2.24_2_2.9_100","2.24","2","2.9","100","9.91","238824"
"2.24_2_3_100","2.24","2","3","100","10.28","243990"
"2.24_2_3.2_100","2.24","2","3.2","100","11.02","254321"
"2.24_2_3.3_100","2.24","2","3.3","100","11.38","259487"
"2.24_2_3.5_100","2.24","2","3.5","100","12.12","269818"
"2.24_2_3.6_100","2.24","2","3.6","100","12.48","274983"
"2.24_2_3.8_100","2.24","2","3.8","100","13.22","285315"
"2.24_2_3.9_100","2.24","2","3.9","100","13.59","290480"
"2.24_2_4.1_100","2.24","2","4.1","100","14.32","300812"
"2.24_2_4.2_100","2.24","2","4.2","100","14.69","305977"
"2.24_2_4.4_100","2.24","2","4.4","100","15.42","317809"
"2.24_2_4.5_100","2.24","2","4.5","100","15.79","324982"
"2.24_2_4.7_100","2.24","2","4.7","100","16.52","334429"
"2.24_2_4.8_100","2.24","2","4.8","100","16.89","340251"
"2.24_2_5_100","2.24","2","5","100","17.63","350400"
"2.24_2_5.1_100","2.24","2","5.1","100","17.99","356882"
"2.24_2_5.3_100","2.24","2","5.3","100","18.73","366674"
"2.24_2.3_2.3_100","2.24","2.3","2.3","100","9","217913"
"2.24_2.3_2.4_100","2.24","2.3","2.4","100","9.42","223292"
"2.24_2.3_2.6_100","2.24","2.3","2.6","100","10.28","234050"
"2.24_2.3_2.7_100","2.24","2.3","2.7","100","10.71","239429"
"2.24_2.3_2.9_100","2.24","2.3","2.9","100","11.57","260194"
"2.24_2.3_3_100","2.24","2.3","3","100","12","265788"
"2.24_2.3_3.2_100","2.24","2.3","3.2","100","12.85","276976"
"2.24_2.3_3.3_100","2.24","2.3","3.3","100","13.28","282570"
"2.24_2.3_3.5_100","2.24","2.3","3.5","100","14.14","293758"
"2.24_2.3_3.6_100","2.24","2.3","3.6","100","14.57","299352"
"2.24_2.3_3.8_100","2.24","2.3","3.8","100","15.42","310540"
"2.24_2.3_3.9_100","2.24","2.3","3.9","100","15.85","316134"
"2.24_2.3_4.1_100","2.24","2.3","4.1","100","16.71","327322"
"2.24_2.3_4.2_100","2.24","2.3","4.2","100","17.14","332916"
"2.24_2.3_4.4_100","2.24","2.3","4.4","100","17.99","344104"
"2.24_2.3_4.5_100","2.24","2.3","4.5","100","18.42","349698"
"2.24_2.3_4.7_100","2.24","2.3","4.7","100","19.28","362134"
"2.24_2.3_4.8_100","2.24","2.3","4.8","100","19.71","366479"
"2.24_2.3_5_100","2.24","2.3","5","100","20.56","380788"
"2.24_2.3_5.1_100","2.24","2.3","5.1","100","20.99","388403"
"2.24_2.3_5.3_100","2.24","2.3","5.3","100","21.85","397553"
"2.24_2.3_5.4_100","2.24","2.3","5.4","100","22.28","403259"
"2.24_2.4_2.4_100","2.24","2.4","2.4","100","9.87","238013"
"2.24_2.4_2.6_100","2.24","2.4","2.6","100","10.77","249456"
"2.24_2.4_2.7_100","2.24","2.4","2.7","100","11.22","255178"
"2.24_2.4_2.9_100","2.24","2.4","2.9","100","12.12","266621"
"2.24_2.4_3_100","2.24","2.4","3","100","12.57","272343"
"2.24_2.4_3.2_100","2.24","2.4","3.2","100","13.46","283786"
"2.24_2.4_3.3_100","2.24","2.4","3.3","100","13.91","289508"
"2.24_2.4_3.5_100","2.24","2.4","3.5","100","14.81","300951"
"2.24_2.4_3.6_100","2.24","2.4","3.6","100","15.26","306673"
"2.24_2.4_3.8_100","2.24","2.4","3.8","100","16.16","318116"
"2.24_2.4_3.9_100","2.24","2.4","3.9","100","16.61","323838"
"2.24_2.4_4.1_100","2.24","2.4","4.1","100","17.5","335281"
"2.24_2.4_4.2_100","2.24","2.4","4.2","100","17.95","341003"
"2.24_2.4_4.4_100","2.24","2.4","4.4","100","18.85","352447"
"2.24_2.4_4.5_100","2.24","2.4","4.5","100","19.3","358168"
"2.24_2.4_4.7_100","2.24","2.4","4.7","100","20.2","369612"
"2.24_2.4_4.8_100","2.24","2.4","4.8","100","20.64","375333"
"2.24_2.4_5_100","2.24","2.4","5","100","21.54","386777"
"2.24_2.4_5.1_100","2.24","2.4","5.1","100","21.99","392498"
"2.24_2.4_5.3_100","2.24","2.4","5.3","100","22.89","403942"
"2.24_2.4_5.4_100","2.24","2.4","5.4","100","23.34","409664"
"2.24_2.4_5.6_100","2.24","2.4","5.6","100","24.24","421107"
"2.24_2.6_2.6_100","2.24","2.6","2.6","100","11.75","256012"
"2.24_2.6_2.7_100","2.24","2.6","2.7","100","12.24","267301"
"2.24_2.6_2.9_100","2.24","2.6","2.9","100","13.22","279245"
"2.24_2.6_3_100","2.24","2.6","3","100","13.71","285217"
"2.24_2.6_3.2_100","2.24","2.6","3.2","100","14.69","297162"
"2.24_2.6_3.3_100","2.24","2.6","3.3","100","15.18","303134"
"2.24_2.6_3.5_100","2.24","2.6","3.5","100","16.16","315078"
"2.24_2.6_3.6_100","2.24","2.6","3.6","100","16.65","321050"
"2.24_2.6_3.8_100","2.24","2.6","3.8","100","17.63","332995"
"2.24_2.6_3.9_100","2.24","2.6","3.9","100","18.12","338967"
"2.24_2.6_4.1_100","2.24","2.6","4.1","100","19.09","352216"
"2.24_2.6_4.2_100","2.24","2.6","4.2","100","19.58","361012"
"2.24_2.6_4.4_100","2.24","2.6","4.4","100","20.56","371071"
"2.24_2.6_4.5_100","2.24","2.6","4.5","100","21.05","374800"
"2.24_2.6_4.7_100","2.24","2.6","4.7","100","22.03","386744"
"2.24_2.6_4.8_100","2.24","2.6","4.8","100","22.52","392716"
"2.24_2.6_5_100","2.24","2.6","5","100","23.5","399344"
"2.24_2.6_5.1_100","2.24","2.6","5.1","100","23.99","408506"
"2.24_2.6_5.3_100","2.24","2.6","5.3","100","24.97","422577"
"2.24_2.6_5.4_100","2.24","2.6","5.4","100","25.46","428549"
"2.24_2.6_5.6_100","2.24","2.6","5.6","100","26.44","440494"
"2.24_2.6_5.7_100","2.24","2.6","5.7","100","26.93","446466"
"2.24_2.9_2.9_100","2.24","2.9","2.9","100","14.87","301164"
"2.24_2.9_3_100","2.24","2.9","3","100","15.42","307576"
"2.24_2.9_3.2_100","2.24","2.9","3.2","100","16.52","320399"
"2.24_2.9_3.3_100","2.24","2.9","3.3","100","17.07","326810"
"2.24_2.9_3.5_100","2.24","2.9","3.5","100","18.18","339633"
"2.24_2.9_3.6_100","2.24","2.9","3.6","100","18.73","346044"
"2.24_2.9_3.8_100","2.24","2.9","3.8","100","19.83","358867"
"2.24_2.9_3.9_100","2.24","2.9","3.9","100","20.38","365279"
"2.24_2.9_4.1_100","2.24","2.9","4.1","100","21.48","378102"
"2.24_2.9_4.2_100","2.24","2.9","4.2","100","22.03","384513"
"2.24_2.9_4.4_100","2.24","2.9","4.4","100","23.13","398577"
"2.24_2.9_4.5_100","2.24","2.9","4.5","100","23.68","403747"
"2.24_2.9_4.7_100","2.24","2.9","4.7","100","24.79","419760"
"2.24_2.9_4.8_100","2.24","2.9","4.8","100","25.34","426648"
"2.24_2.9_5_100","2.24","2.9","5","100","26.44","442592"
"2.24_2.9_5.1_100","2.24","2.9","5.1","100","26.99","447508"
"2.24_2.9_5.3_100","2.24","2.9","5.3","100","28.09","461449"
"2.24_2.9_5.4_100","2.24","2.9","5.4","100","28.64","466519"
"2.24_2.9_5.6_100","2.24","2.9","5.6","100","29.74","481555"
"2.24_2.9_5.7_100","2.24","2.9","5.7","100","30.29","488259"
"2.24_2.9_5.9_100","2.24","2.9","5.9","100","31.4","493508"
"2.24_3_3_100","2.24","3","3","100","15.99","305140"
"2.24_3_3.2_100","2.24","3","3.2","100","17.14","317844"
"2.24_3_3.3_100","2.24","3","3.3","100","17.71","324195"
"2.24_3_3.5_100","2.24","3","3.5","100","18.85","336899"
"2.24_3_3.6_100","2.24","3","3.6","100","19.42","343251"
"2.24_3_3.8_100","2.24","3","3.8","100","20.56","355955"
"2.24_3_3.9_100","2.24","3","3.9","100","21.13","362307"
"2.24_3_4.1_100","2.24","3","4.1","100","22.28","375011"
"2.24_3_4.2_100","2.24","3","4.2","100","22.85","381363"
"2.24_3_4.4_100","2.24","3","4.4","100","23.99","394066"
"2.24_3_4.5_100","2.24","3","4.5","100","24.56","400418"
"2.24_3_4.7_100","2.24","3","4.7","100","25.7","413122"
"2.24_3_4.8_100","2.24","3","4.8","100","26.28","419474"
"2.24_3_5_100","2.24","3","5","100","27.42","432178"
"2.24_3_5.1_100","2.24","3","5.1","100","27.99","438530"
"2.24_3_5.3_100","2.24","3","5.3","100","29.13","451233"
"2.24_3_5.4_100","2.24","3","5.4","100","29.7","457585"
"2.24_3_5.6_100","2.24","3","5.6","100","30.84","470289"
"2.24_3_5.7_100","2.24","3","5.7","100","31.42","476641"
"2.24_3_5.9_100","2.24","3","5.9","100","32.56","489345"
"2.24_3_6_100","2.24","3","6","100","33.13","495697"
"2.24_3.2_3.2_100","2.24","3.2","3.2","100","18.36","353312"
"2.24_3.2_3.3_100","2.24","3.2","3.3","100","18.97","355291"
"2.24_3.2_3.5_100","2.24","3.2","3.5","100","20.2","360401"
"2.24_3.2_3.6_100","2.24","3.2","3.6","100","20.81","368519"
"2.24_3.2_3.8_100","2.24","3.2","3.8","100","22.03","382591"
"2.24_3.2_3.9_100","2.24","3.2","3.9","100","22.64","391158"
"2.24_3.2_4.1_100","2.24","3.2","4.1","100","23.87","403700"
"2.24_3.2_4.2_100","2.24","3.2","4.2","100","24.48","410712"
"2.24_3.2_4.4_100","2.24","3.2","4.4","100","25.7","426378"
"2.24_3.2_4.5_100","2.24","3.2","4.5","100","26.32","437280"
"2.24_3.2_4.7_100","2.24","3.2","4.7","100","27.54","448244"
"2.24_3.2_4.8_100","2.24","3.2","4.8","100","28.15","456419"
"2.24_3.2_5_100","2.24","3.2","5","100","29.38","469210"
"2.24_3.2_5.1_100","2.24","3.2","5.1","100","29.99","478584"
"2.24_3.2_5.3_100","2.24","3.2","5.3","100","31.21","491398"
"2.24_3.2_5.4_100","2.24","3.2","5.4","100","31.82","500615"
"2.24_3.2_5.6_100","2.24","3.2","5.6","100","33.05","512803"
"2.24_3.2_5.7_100","2.24","3.2","5.7","100","33.66","519012"
"2.24_3.2_5.9_100","2.24","3.2","5.9","100","34.88","524202"
"2.24_3.2_6_100","2.24","3.2","6","100","35.5","531570"
"2.24_3.2_6.2_100","2.24","3.2","6.2","100","36.72","545349"
"2.24_3.3_3.3_100","2.24","3.3","3.3","100","19.6","356619"
"2.24_3.3_3.5_100","2.24","3.3","3.5","100","20.87","368333"
"2.24_3.3_3.6_100","2.24","3.3","3.6","100","21.5","375254"
"2.24_3.3_3.8_100","2.24","3.3","3.8","100","22.77","389095"
"2.24_3.3_3.9_100","2.24","3.3","3.9","100","23.4","396016"
"2.24_3.3_4.1_100","2.24","3.3","4.1","100","24.66","409857"
"2.24_3.3_4.2_100","2.24","3.3","4.2","100","25.3","416777"
"2.24_3.3_4.4_100","2.24","3.3","4.4","100","26.56","430618"
"2.24_3.3_4.5_100","2.24","3.3","4.5","100","27.19","437539"
"2.24_3.3_4.7_100","2.24","3.3","4.7","100","28.46","451380"
"2.24_3.3_4.8_100","2.24","3.3","4.8","100","29.09","458301"
"2.24_3.3_5_100","2.24","3.3","5","100","30.36","472142"
"2.24_3.3_5.1_100","2.24","3.3","5.1","100","30.99","479062"
"2.24_3.3_5.3_100","2.24","3.3","5.3","100","32.25","492903"
"2.24_3.3_5.4_100","2.24","3.3","5.4","100","32.88","499824"
"2.24_3.3_5.6_100","2.24","3.3","5.6","100","34.15","513665"
"2.24_3.3_5.7_100","2.24","3.3","5.7","100","34.78","520586"
"2.24_3.3_5.9_100","2.24","3.3","5.9","100","36.05","534427"
"2.24_3.3_6_100","2.24","3.3","6","100","36.68","541347"
"2.24_3.3_6.2_100","2.24","3.3","6.2","100","37.94","555188"
"2.24_3.3_6.3_100","2.24","3.3","6.3","100","38.58","562109"
"2.24_3.5_3.5_100","2.24","3.5","3.5","100","22.22","386325"
"2.24_3.5_3.6_100","2.24","3.5","3.6","100","22.89","393572"
"2.24_3.5_3.8_100","2.24","3.5","3.8","100","24.24","408059"
"2.24_3.5_3.9_100","2.24","3.5","3.9","100","24.91","415302"
"2.24_3.5_4.1_100","2.24","3.5","4.1","100","26.25","429789"
"2.24_3.5_4.2_100","2.24","3.5","4.2","100","26.93","437032"
"2.24_3.5_4.4_100","2.24","3.5","4.4","100","28.27","454625"
"2.24_3.5_4.5_100","2.24","3.5","4.5","100","28.95","465849"
"2.24_3.5_4.7_100","2.24","3.5","4.7","100","30.29","475801"
"2.24_3.5_4.8_100","2.24","3.5","4.8","100","30.97","480493"
"2.24_3.5_5_100","2.24","3.5","5","100","32.31","498382"
"2.24_3.5_5.1_100","2.24","3.5","5.1","100","32.99","502223"
"2.24_3.5_5.3_100","2.24","3.5","5.3","100","34.33","523302"
"2.24_3.5_5.4_100","2.24","3.5","5.4","100","35.01","529993"
"2.24_3.5_5.6_100","2.24","3.5","5.6","100","36.35","546754"
"2.24_3.5_5.7_100","2.24","3.5","5.7","100","37.03","553105"
"2.24_3.5_5.9_100","2.24","3.5","5.9","100","38.37","560171"
"2.24_3.5_6_100","2.24","3.5","6","100","39.05","571898"
"2.24_3.5_6.2_100","2.24","3.5","6.2","100","40.39","588099"
"2.24_3.5_6.3_100","2.24","3.5","6.3","100","41.07","595343"
"2.24_3.5_6.5_100","2.24","3.5","6.5","100","42.41","609830"
"2.24_3.6_3.6_100","2.24","3.6","3.6","100","23.58","393379"
"2.24_3.6_3.8_100","2.24","3.6","3.8","100","24.97","407844"
"2.24_3.6_3.9_100","2.24","3.6","3.9","100","25.66","415077"
"2.24_3.6_4.1_100","2.24","3.6","4.1","100","27.05","429543"
"2.24_3.6_4.2_100","2.24","3.6","4.2","100","27.74","436776"
"2.24_3.6_4.4_100","2.24","3.6","4.4","100","29.13","451241"
"2.24_3.6_4.5_100","2.24","3.6","4.5","100","29.82","458474"
"2.24_3.6_4.7_100","2.24","3.6","4.7","100","31.21","472940"
"2.24_3.6_4.8_100","2.24","3.6","4.8","100","31.91","480173"
"2.24_3.6_5_100","2.24","3.6","5","100","33.29","494638"
"2.24_3.6_5.1_100","2.24","3.6","5.1","100","33.99","501871"
"2.24_3.6_5.3_100","2.24","3.6","5.3","100","35.37","516337"
"2.24_3.6_5.4_100","2.24","3.6","5.4","100","36.07","523570"
"2.24_3.6_5.6_100","2.24","3.6","5.6","100","37.45","538035"
"2.24_3.6_5.7_100","2.24","3.6","5.7","100","38.15","545268"
"2.24_3.6_5.9_100","2.24","3.6","5.9","100","39.54","559734"
"2.24_3.6_6_100","2.24","3.6","6","100","40.23","573048"
"2.24_3.6_6.2_100","2.24","3.6","6.2","100","41.62","587514"
"2.24_3.6_6.3_100","2.24","3.6","6.3","100","42.31","594746"
"2.24_3.6_6.5_100","2.24","3.6","6.5","100","43.7","609212"
"2.24_3.6_6.6_100","2.24","3.6","6.6","100","44.39","616445"
"2.24_3.8_3.8_100","2.24","3.8","3.8","100","26.44","436231"
"2.24_3.8_3.9_100","2.24","3.8","3.9","100","27.17","443953"
"2.24_3.8_4.1_100","2.24","3.8","4.1","100","28.64","459398"
"2.24_3.8_4.2_100","2.24","3.8","4.2","100","29.38","467120"
"2.24_3.8_4.4_100","2.24","3.8","4.4","100","30.84","482565"
"2.24_3.8_4.5_100","2.24","3.8","4.5","100","31.58","490288"
"2.24_3.8_4.7_100","2.24","3.8","4.7","100","33.05","505733"
"2.24_3.8_4.8_100","2.24","3.8","4.8","100","33.78","513455"
"2.24_3.8_5_100","2.24","3.8","5","100","35.25","528900"
"2.24_3.8_5.1_100","2.24","3.8","5.1","100","35.99","536623"
"2.24_3.8_5.3_100","2.24","3.8","5.3","100","37.45","557336"
"2.24_3.8_5.4_100","2.24","3.8","5.4","100","38.19","564863"
"2.24_3.8_5.6_100","2.24","3.8","5.6","100","39.66","583435"
"2.24_3.8_5.7_100","2.24","3.8","5.7","100","40.39","589232"
"2.24_3.8_5.9_100","2.24","3.8","5.9","100","41.86","604677"
"2.24_3.8_6_100","2.24","3.8","6","100","42.6","612399"
"2.24_3.8_6.2_100","2.24","3.8","6.2","100","44.06","627844"
"2.24_3.8_6.3_100","2.24","3.8","6.3","100","44.8","635567"
"2.24_3.8_6.5_100","2.24","3.8","6.5","100","46.27","651011"
"2.24_3.8_6.6_100","2.24","3.8","6.6","100","47","658734"
"2.24_3.8_6.8_100","2.24","3.8","6.8","100","48.47","674179"
"2.24_3.9_3.9_100","2.24","3.9","3.9","100","27.93","442121"
"2.24_3.9_4.1_100","2.24","3.9","4.1","100","29.44","457489"
"2.24_3.9_4.2_100","2.24","3.9","4.2","100","30.19","465174"
"2.24_3.9_4.4_100","2.24","3.9","4.4","100","31.7","480542"
"2.24_3.9_4.5_100","2.24","3.9","4.5","100","32.46","488226"
"2.24_3.9_4.7_100","2.24","3.9","4.7","100","33.97","503595"
"2.24_3.9_4.8_100","2.24","3.9","4.8","100","34.72","511279"
"2.24_3.9_5_100","2.24","3.9","5","100","36.23","526647"
"2.24_3.9_5.1_100","2.24","3.9","5.1","100","36.99","534332"
"2.24_3.9_5.3_100","2.24","3.9","5.3","100","38.49","549700"
"2.24_3.9_5.4_100","2.24","3.9","5.4","100","39.25","557384"
"2.24_3.9_5.6_100","2.24","3.9","5.6","100","40.76","578892"
"2.24_3.9_5.7_100","2.24","3.9","5.7","100","41.51","586577"
"2.24_3.9_5.9_100","2.24","3.9","5.9","100","43.02","601945"
"2.24_3.9_6_100","2.24","3.9","6","100","43.78","609629"
